id,tag,sentence
474,positive,The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .
475,positive,The EPS improved to EUR0 .38 from EUR0 .27 .
476,positive,"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 ."
477,positive,"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 ."
478,positive,The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .
479,positive,"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations ."
480,positive,"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work ."
481,positive,These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .
482,positive,Uponor improved its performance in spite of the decrease in residential construction in the US .
483,neutral,"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions ."
484,neutral,"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained ."
485,neutral,"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services ."
486,neutral,"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care ."
487,neutral,"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement ."
488,neutral,Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .
489,neutral,Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .
490,neutral,"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 ."
491,neutral,At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .
492,neutral,"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team ."
493,neutral,"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds ."
494,neutral,"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 ."
495,neutral,"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries ."
496,neutral,"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-á323-á6201 USA ."
497,neutral,Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .
498,neutral,"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio ."
499,neutral,Halonen 's office acknowledged receiving the letter but declined comment .
500,neutral,"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement ."
501,neutral,"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp ."
502,neutral,"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts ."
503,neutral,"It is necessary to strengthen the company 's operations , however ."
504,neutral,Le Lay succeeds Walter G++nter and will be based in Finland .
505,neutral,"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 ."
506,neutral,"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix ."
507,neutral,"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today ."
508,neutral,"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking ."
509,neutral,Satama and Trainers ' House will remain as names and independent brands of the business areas .
510,neutral,"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company ."
511,neutral,"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module ."
512,neutral,The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws .
513,neutral,"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+ñskyl+ñ , Oulu and Vaasa , and to polytechnics to be announced later ."
514,neutral,"The guidance has been set at 90 basis points over mid-swaps , the report said ."
515,neutral,The invention carries International Patent Publication No. .
516,neutral,"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen ."
517,neutral,"The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam ."
518,neutral,"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta ."
519,neutral,The issuer is solely responsible for the content of this announcement .
520,neutral,The issuer is solely responsible for the content of this announcement .
521,neutral,"The market making in accordance with the agreement will begin on September 24 , 2009 ."
522,neutral,"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor ."
523,neutral,The original patent was filed in Finland under application No. .
524,neutral,The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI .
525,neutral,"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million ."
526,neutral,Welcome !
527,neutral,"You need to be ready when the window opens up , Rosberg said ."
528,neutral,`` Directors and shareholders alike should ask why these practices were allowed to continue . ''
529,neutral,`` The issues identified by Stonesoft affect a range of content inspection technology .
530,neutral,`` They want my credit card info and my personal details .
531,neutral,About Dopplr Dopplr is a service for smart travellers .
532,neutral,"According to Sweden 's Minister for Local Government and Financial Markets , Mats Odell , the decision to sell the State 's shares in telecom group TeliaSonera can only be carried out in cooperation with the State of Finland ."
533,neutral,"According to CapMan Plc 's Corporate Governance , the majority of the committees ' members shall be independent of the Company ."
534,neutral,"According to Finnair Technical Services , the measure is above all due to the employment situation ."
535,neutral,"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year ."
536,neutral,"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports ."
537,neutral,"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small ."
538,neutral,"Also , a six-year historic analysis is provided for these markets ."
539,neutral,"Also , a six-year historic analysis is provided for this market ."
540,neutral,Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .
541,neutral,"An of the invention , released by the Patent Office , said : `` The chambers are pressurized ."
542,neutral,An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .
543,neutral,BasWare Order Matching automatically matches purchase invoices with approved purchase orders .
544,neutral,"Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper ."
545,neutral,"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region ."
546,neutral,"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team ."
547,neutral,Castecka said the town hall would hold talks with other investors interested in the zone .
548,neutral,"Changes being announced today will be effective after the close of trading on Friday , June 19 , 2009 ."
549,neutral,"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea ."
550,neutral,Competition authorities will have to approve the deal before it can be finalized .
551,neutral,"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 ."
552,neutral,Completion of the transaction is subject to a final agreement and a Due Diligence process .
553,neutral,Construction is expected to be completed in the summer of 2011 .
554,neutral,Dragonfly Love is another video shot from start to finish using the Nokia N8 .
555,neutral,"Elcoteq 's Electronics Manufacturing Services ( EMS ) Business Segment serves customers globally in Engineering , Manufacturing and Fulfillment services ."
556,neutral,"EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) ."
557,neutral,"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily ."
558,neutral,"Following the registration , the number of issued and outstanding shares of Basware is 12,890,829 ."
559,neutral,Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform .
560,neutral,"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares ."
561,neutral,"Harold W. Young is an independent broker working closely with several retailers including Ahold USA , Market Basket , CVS , BJ 's Wholesale Club , Hannaford and Cumberland Farms ."
562,neutral,"Honkarakenne mainly exports large luxury log houses to Russia to be used as one-family houses or holiday homes ; 70 % of sales go to the Moscow region , about 20 % to the St Petersburg region , and the remainder to other locations ."
563,neutral,"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network ."
564,neutral,"In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain ."
565,neutral,Insurance policies should be simple .
566,neutral,"It is a member of the OneWorld alliance , which includes American Airlines and British Airways ."
567,neutral,It is expected to be completed by the end of 2007 .
568,neutral,It will provide heating in the form of hot water for the sawmill 's needs .
569,neutral,Its 168 asset management experts manage assets worth over EUR 35 billion .
570,neutral,Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology .
571,neutral,Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .
572,neutral,"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?"
573,neutral,"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit ."
574,neutral,"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry ."
575,neutral,"Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes ."
576,neutral,"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009"
577,neutral,National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .
578,neutral,Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .
579,neutral,"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 ."
580,neutral,"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use ."
581,neutral,Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .
582,neutral,"Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries ."
583,neutral,Pertti Ervi is independent from the Company and its major shareholders .
584,neutral,"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) ."
585,neutral,"Previously , the plant was expected to be completed by the end of 2008 ."
586,neutral,"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes ."
587,neutral,Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars .
588,neutral,"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience ."
589,neutral,"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely ."
590,neutral,"Sanoma also has an Executive Committee , in accordance with the Company 's Articles of Association , that prepares proposals for matters to be decided or noted by the Board of Directors ."
591,neutral,"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices ."
592,neutral,Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .
593,neutral,"She will succeed Krister Kylas , who has decided to leave TeliaSonera ."
594,neutral,Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .
595,neutral,"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term ."
596,neutral,Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .
597,neutral,"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September ."
598,neutral,"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap ."
599,neutral,Symphony Services provides development services for Aldata GOLD .
600,neutral,"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction ."
601,neutral,"Teleste 's hybrid TV solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions , including HFC ( hybrid fibre-coaxial ) , xDSL , EttH , and FttH ."
602,neutral,The agreement is valid for four years .
603,neutral,"The broker started UPM-Kymmene , Stora Enso and Sappi with ` equal-weight ' recommendations and Holmen and Norske Skog with ` underweight ' ratings ."
604,neutral,"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) ."
605,neutral,The business section also includes Ahlstrom 's sustainability report .
606,neutral,The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .
607,neutral,The company is presently examining whether the project would be financially feasible .
608,neutral,The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .
609,neutral,The company specialises in temporary electrification and heating at construction sites .
610,neutral,"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 ."
611,neutral,The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .
612,neutral,The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .
613,neutral,The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .
614,neutral,The first of the two project phases is expected to be completed by the end of 2012 .
615,neutral,"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit ."
616,neutral,"The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units ."
617,neutral,"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals ."
618,neutral,"The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry ."
619,neutral,"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others ."
620,neutral,The new B shares carry the right to dividend and other shareholder rights with effect from today .
621,neutral,The office space will rise above the remodeled Cannon Street underground station .
622,neutral,The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .
623,neutral,The project is expected to be completed in 2009 .
624,neutral,"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying ."
625,neutral,"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players ."
626,neutral,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. ."
627,neutral,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. ."
628,neutral,The server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .
629,neutral,The share of the share capital of both above mentioned shareholders remains below 5 % .
630,neutral,"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders ."
631,neutral,"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China ."
632,neutral,The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .
633,neutral,The trade is in accordance with the agreement announced on 26 March 2008 .
634,neutral,The transaction is expected to be completed next spring .
635,neutral,The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company .
636,neutral,"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems ."
637,neutral,"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley ."
638,neutral,Uponor maintains its full-year guidance for 2010 .
639,neutral,"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company ."
640,neutral,What would you like to see changed on Nokia 's next attempt ?
641,neutral,"When completed , the 120-meter Watchtower will be the highest building in Ireland ."
642,neutral,"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 ."
643,neutral,ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .
644,neutral,`` Our aim is to understand different traffic patterns based on the use of each building .
645,neutral,`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .
646,neutral,"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote ."
647,neutral,18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .
648,neutral,A PLUMBING business has announced it is sponsoring a professional darts player .
649,neutral,"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said ."
650,neutral,Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .
651,neutral,Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .
652,neutral,"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share ."
653,neutral,Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .
654,neutral,Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .
655,neutral,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .
656,neutral,Customers in a wide range of industries use our stainless steel and services worldwide .
657,neutral,Exel wants to serve its industrial customers with individual products .
658,neutral,"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 ."
659,neutral,From Merisatama to the far corners of the world Asfaltti Osakeyhti+Â Lemmink+ñinen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .
660,neutral,"F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey ."
661,neutral,"In 2008 , Kemira recorded revenue of approximately EUR 2.8 billion and had a staff of 9,400 ."
662,neutral,"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share ."
663,neutral,"In Penttil+ñ 's vision , the most important reason for the transaction is Russia ."
664,neutral,It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .
665,neutral,It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .
666,neutral,"It is part of the development of the world-class magnetite deposit at Karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30-year life ."
667,neutral,"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado ."
668,neutral,Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .
669,neutral,"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources ."
670,neutral,The fine print is here .
671,neutral,M. and a Master of Business Administration MBA .
672,neutral,More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .
673,neutral,Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .
674,neutral,"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same ."
675,neutral,"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers ."
676,neutral,"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 ."
677,neutral,"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners ."
678,neutral,"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters ."
679,neutral,"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima ."
680,neutral,Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .
681,neutral,"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data ."
682,neutral,Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .
683,neutral,"S Group 's loyal customer magazine Yhteishyv+ñ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers ."
684,neutral,"SCOPI Chief Business Excellence Officer , Eng ."
685,neutral,Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . ''
686,neutral,"Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots ."
687,neutral,"Tekla 's defense business employs over 20 persons and is located in Espoo , Finland ."
688,neutral,"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served ."
689,neutral,"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board ."
690,neutral,"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day ."
691,neutral,"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below ."
692,neutral,"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors ."
693,neutral,"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes ."
694,neutral,"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities ."
695,neutral,"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars ."
696,neutral,"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world ."
697,neutral,The corrected chapter is in its entirety below .
698,neutral,The deal was worth about EUR 1.2 mn .
699,neutral,The event can also be viewed as a live webcast at www.cargotec.com .
700,neutral,The investment will be worth approximately EUR 100mn .
701,neutral,The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .
702,neutral,The number of customers is one of the most important parameters in determining the price of electricity networks .
703,neutral,The order was valued at over EUR15m .
704,neutral,The order was valued at USD12 .2 m.
705,neutral,The order was worth EUR 8mn .
706,neutral,"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum ."
707,neutral,"The record date for dividend distribution is March 14 , 2008 ."
708,neutral,"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices ."
709,neutral,The solid fuel is heated before sludge is mixed therein . ''
710,neutral,"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis ."
711,neutral,"The total donation amount is EUR 1,115,000 ."
712,neutral,"The total investment necessary will be EUR40m , the company estimated ."
713,neutral,The total project duration is three years and it is valued at some EUR11 .5 m.
714,neutral,"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m ."
715,neutral,"They are responsible for their own operations , customer relationships , and the development of these ."
716,neutral,"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : ."
717,neutral,This organization will assume the responsibility for operations in Russia .
718,neutral,"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added ."
719,neutral,"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added ."
720,neutral,Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .
721,neutral,"To see more of New Haven Register , or to subscribe to the newspaper ."
722,neutral,"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow ."
723,neutral,"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products ."
724,neutral,"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 ."
725,neutral,"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection ."
726,negative,"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 ."
727,negative,"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct ."
728,negative,"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month ."
729,negative,"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 ."
730,negative,Sales of mid-strength beer decreased by 40 % .
731,positive,"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA ."
732,positive,The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .
733,positive,"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator ."
734,positive,`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . ''
735,positive,"HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur ."
